image_id,question,question_id,question_type,answer_type,multiple_choice_answer,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,explanation_1,explanation_2,explanation_3
199669,What kind of fruit are those balls?,199669001,what kind of,other,oranges,"('oranges', 'yes')","('oranges', 'yes')","('peaches', 'yes')","('oranges', 'yes')","('oranges', 'yes')","('oranges', 'yes')","('oranges', 'yes')","('oranges', 'yes')","('oranges', 'yes')","('orange', 'yes')",they are round and the color orange with a green leaf on top,The fruit is round with a orange rind.,they are orange and round.
199681,Is that edible?,199681000,is,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",it is a stuffed animal.,it is only a stuffed animal.,it is a stuffed animal.
68628,What is the person doing?,68628000,what is the person,other,skateboarding,"('skateboarding', 'yes')","('flip trick', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","the man is in the air, with the skateboard flipping.",he is jumping the stairs on his skateboard.,he is doing tricks with his skateboard.
461860,What sport is the man playing?,461860000,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",he is attempting to hit a ball with a racket.,he is jumping up to be able to hit the ball with his racket.,he is holding a racket.
331049,What kind of animal is this?,331049002,what kind of,other,horse,"('horse', 'yes')","('horse', 'yes')","('donkey', 'maybe')","('horse', 'yes')","('dog', 'maybe')","('horse', 'maybe')","('horse', 'yes')","('horse', 'yes')","('horse', 'yes')","('horse', 'yes')",horses have long manes and four legs,"it has four legs, a long face, and a mane on the back of its head.",It is large and it has a mane.
199995,What is this person doing?,199995000,what is this,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","They are in winter clothing, riding down a slope on runners attached to boots, with two poles in their hands.",he is standing on skis heading down a snowy slope,he is using skis and tennis poles to glide down a snowy hill.
331185,What type of bike is this?,331185002,what type of,other,dirt bike,"('dirt bike', 'yes')","('dirt bike', 'yes')","('motorcycle', 'maybe')","('dirt bike', 'yes')","('dirt bike', 'yes')","('dirt bike', 'maybe')","('dirt bike', 'yes')","('dirt bike', 'yes')","('dirt bike', 'yes')","('dirt bike', 'yes')",the man is riding across the desert.,it is lifted up high.,the man is traveling on a dirt terrain.
200116,What room is this?,200116005,what room is,other,kitchen,"('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')",residential kitchen appliances are within a few feet of each other,A large room contains a sink and a dishwasher against a wall,the room has a dishwasher.
200234,What are the people doing?,200234001,what are the,other,playing frisbee,"('playing frisbee', 'yes')","('playing frisbee', 'yes')","('carrying sandbags', 'maybe')","('playing frisbee', 'yes')","('playing frisbee', 'yes')","('playing frisbee', 'yes')","('playing frisbee', 'maybe')","('collecting rocks', 'maybe')","('dancing', 'yes')","('playing frisbee', 'yes')",He is catching a purple disc between his legs,he is holding a round disc,a boy is standing outdoors with a frisbee in hand.
200267,What sport is this?,200267000,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",The girl is serving a tennis ball with her racket by her side as a crowd looks on.,she is hitting a tennis ball over the net.,there is a tennis net and several tennis balls
69224,What kind of drink is the woman drinking?,69224004,what kind of,other,milk,"('milk', 'yes')","('milk', 'yes')","('milk', 'maybe')","('milk', 'yes')","('milk', 'yes')","('milk', 'yes')","('milk', 'maybe')","('energy drink', 'yes')","('milk', 'maybe')","('soda', 'no')",the label says that it is milk.,She has a small bottle of milk with a straw in it sitting in front of her.,it goes along well with donuts.
331475,Does this meal include tomatoes?,331475000,does this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')",there are tomatoes on the sandwich,they can be seen on top of the sandwich.,there are red things that resemble tomatoes on the top of the sandwich.
77102,What kind of basket is in the lower right corner?,77102002,what kind of,other,wicker,"('wicker', 'yes')","('wicker', 'yes')","('wicker', 'yes')","('wicker', 'yes')","('straw', 'yes')","('wicker', 'yes')","('wicker', 'yes')","('wicker', 'maybe')","('woven basket', 'maybe')","('wicker', 'yes')",the basket was made from wicker.,it is woven from pliable twig-like material,It is a woven basket with a few different colors and looks to be made of wood.
462807,What type of food is shown?,462807004,what type of,other,pizza,"('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')",there is tomato sauce and toppings.,"it has pie-shaped wedges covered with pepperoni, melted cheese and sliced mushrooms","it is circular in shape with cheese, onions, and pepperoni."
462845,What sport is the women playing?,462845005,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",she is standing on a tennis court and swinging a racket at a ball.,A woman is swinging a tennis racket at a ball.,she is holding a racket and aiming for a green ball.
200839,What season is it?,200839000,what,other,summer,"('summer', 'maybe')","('summer', 'maybe')","('summer', 'yes')","('summer', 'yes')","('summer', 'maybe')","('spring', 'maybe')","('summer', 'maybe')","('spring', 'maybe')","('summer', 'yes')","('summer', 'yes')",The sun is shining brightly on the multi-colored book bus.,the trees are full of leaves and it is sunny.,it is nice and bright outside.
463217,What sport is this?,463217002,what sport is,other,soccer,"('soccer', 'yes')","('soccer', 'yes')","('rugby', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')",The children are running after a soccer ball.,the boys are kicking the soccer ball around.,the boys are racing to kick a soccer ball
332545,Is the sky clear?,332545002,is the,yes/no,no,"('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')",clouds are casting shadows across the landscape,about half the sky is filled with big clouds,shadows are cast on the asphalt from the clouds in the sky
70626,What kind of cheese is on the pizza?,70626005,what kind of,other,mozzarella,"('mozzarella', 'maybe')","('mozzarella', 'yes')","('mozzarella', 'yes')","('mozzarella', 'yes')","('feta', 'no')","('goat', 'yes')","('mozzarella', 'maybe')","('mozzarella', 'maybe')","('mozzarella', 'no')","('mozzarella', 'maybe')",The cheese is white and very melted.,Mozzarella is the traditional pizza cheese.,the cheese is white and melted.
202001,Does the person have any facial piercings?,202001006,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",there are piercings on the nose and ears.,she has earrings and a nose ring.,she has  piercings in her nose and ears
333095,Is this event in a restaurant?,333095001,is this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('no', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'yes')","('yes', 'yes')",there are many people eating around a table.,there are many tables and rooms,There are lots of people seated at long tables.
202273,Is the sink clean?,202273002,is the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",ther is nothing in the sink.,it is white and does not have any residue inside it.,it is sparkling white with no dirty spots.
434459,Is this a military event?,434459003,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",there are soldiers in uniform.,they are wearing army uniforms.,the people are wearing military uniforms.
333538,What is the woman doing?,333538000,what is the woman,other,eating,"('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'maybe')","('eating ice cream', 'maybe')","('sitting on bench', 'yes')","('eating', 'yes')","('eating', 'yes')",She has a carton that she is sticking a fork into.,she is hungry and has chinese food.,she has her fork in the food box.
464682,Would a vegetarian eat this?,464682018,none of the above,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The sandwich is filled with corned beef.,there is deli meat on a sandwich.,the Rueben sandwich contains meat
464732,Is the mouse wireless?,464732002,is the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The white mouse has a cord.,there are no wires attached to the mouse,there is a wire coming out of the mouse.
71618,Is the lid to the toilet Up or down?,71618007,is the,other,up,"('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')","('up', 'yes')",you can see the water inside of the bowl.,it is in the upright position,the inside of the toilet bowl can be seen.
334062,What kind of animal is this?,334062008,what kind of,other,cat,"('cat', 'yes')","('cat', 'yes')","('kitten', 'yes')","('cat', 'yes')","('cat', 'yes')","('kitten', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')",cats are animals kept inside of homes,It has a long thin tail and pointed ears.,"it is furry, has pointed ears, is small and in someone's home"
12047,Is this a professional portrait?,12047001,is this a,yes/no,yes,"('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",This highly stylized photo of a baseball game has watermarks and the name of one of the players on it.,artistic coloring is used in the composition,There is a watermark in the corner with the photographer's logo.
294832,Is that a pedestal sink?,294832001,is that a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the base is straight and the bowl is curved,"It has a long, skinny post.",there is a shower suit
465585,What type of vegetable is shown?,465585000,what type of,other,broccoli,"('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')",bits of broccoli are cut up in the container.,it is green with broccoli crowns on it,it is a healthy dinner choice.
72507,What type of transportation is this?,72507003,what type of,other,train,"('train', 'yes')","('train', 'yes')","('train', 'yes')","('train', 'yes')","('train', 'yes')","('freight', 'yes')","('train', 'yes')","('train', 'yes')","('train', 'yes')","('train', 'yes')","it's a large, black and long frieght train.",it is being pulled by an engine.,The vehicle is an old style coal burning train on tracks.
465795,Is the picture blurry?,465795000,is the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",It is dark and is not very clear.,the details of the image are hard to make out.,the detail of the photo is very low
203697,What animal is shown?,203697001,what animal is,other,giraffe,"('giraffe', 'yes')","('giraffe', 'yes')","('giraffe', 'yes')","('giraffe', 'yes')","('giraffe', 'yes')","('giraffe', 'maybe')","('giraffe', 'yes')","('giraffe', 'yes')","('giraffe', 'yes')","('giraffe', 'yes')",The tower is high in the air for the giraffe to be fed easily.,There is a man trying to feed a giraffe whilst a person watches.,The animal with the long neck approaches the man.
536403,Is this a healthy meal?,536403001,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The substantial meal has a few healthy components but includes high fat sausages slathered in condiments.,it appears to be cole slaw and sausages with ketchup on them.,there is sausage and lots of bread on the plate.
203846,What season is it?,203846000,what,other,winter,"('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'maybe')","('winter', 'yes')","('winter', 'yes')",snow is falling from the sky,white flecks of snow can be seen falling,You can see snow falling in front of the street and stop sign.
203865,Where is the bus going?,203865002,where is the,other,crosstown,"('crosstown', 'yes')","('crosstown', 'yes')","('tour', 'maybe')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('town', 'maybe')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')",the screen listing the destination says crosstown,that is what displays o n the buses front panel.,there is a sign on the bus with the destination Crosstown.
466090,What sport is she playing?,466090004,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","she is wearing a tennis dress, holding a racquet, and standing in front of the net",She is holding a racket and standing on a court with a waist height net.,the woman is holding a tennis racket and playing on a tennis court
204137,What are they playing?,204137002,what are,other,soccer,"('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')",they are wearing shin pads and two girls are approaching a soccer ball.,a girl in red and black uniform is moving the soccer ball with her feet.,they are kicking a round ball
335325,Should the man in the green jacket be holding something?,335325003,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('no', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",he has his arms out and looks like he has no balance.,he is standing on skis but has no poles,"he is on skis, but doesn't have ski poles."
335328,What is the little boy doing?,335328001,what is the,other,surfing,"('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('wiping out', 'maybe')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')",he is trying to catch a wave.,He is in a wetsuit on a board in the ocean with his dad trying to stand up.,He is on a small board in the water.
466602,What is the person doing?,466602001,what is the person,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",she has ski poles and skis.,the person is standing on skis in the snow.,"she is on skis in the snow, holding snow poles."
467107,What is the man and woman doing?,467107002,what is the man,other,shaking hands,"('shaking hands', 'yes')","('shaking hands', 'yes')","('shaking hands', 'yes')","('shaking', 'yes')","('shaking hands', 'yes')","('shaking hands', 'yes')","('shaking hands', 'yes')","('shaking hands', 'yes')","('shaking hands', 'yes')","('shaking hands', 'yes')",they are meeting for the first time.,they have their hands extended to one another.,the woman is firmly grasping the man's hand.
205035,What is this person doing?,205035006,what is this,other,sitting,"('sitting', 'yes')","('hanging out', 'maybe')","('sitting', 'yes')","('sitting', 'maybe')","('looking', 'maybe')","('sitting', 'yes')","('sitting', 'yes')","('sitting with dog beside water', 'yes')","('sitting', 'yes')","('sitting', 'yes')",his butt is on the surface of the boat,his rear end is on the ground while his back is up,His bottom is on the surface of the boat.
467197,What is the floor made of?,467197000,what is the,other,wood,"('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')",The wooden planks are an excellent flooring material.,it is brown and has wood markings on it.,wood comes in shades of brown and has grain that can be seen
74067,What sport is being played?,74067002,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'maybe')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",he is trying to hit the tennis ball with his tennis racket.,the player is holding a tennis raquet.,the guy is using a tennis racket and ball.
205473,Are the people dressed in the usual way for a skiing event?,205473002,are the,yes/no,no,"('no', 'yes')","('yes', 'yes')","('no', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",some of the skiiers are in costumes.,"they are wearing costumes, including a green M&M candy outfit",they have ski equipment and are wearing silly costumes.
205504,What is the man doing?,205504000,what is the man,other,pitching,"('pitching', 'yes')","('pitching', 'yes')","('baseball', 'yes')","('pitching', 'yes')","('pitching', 'yes')","('pitching', 'yes')","('pitching', 'yes')","('pitching', 'maybe')","('baseball', 'yes')","('pitching', 'yes')",he is throwing a ball.,he is standing on the mound and throwing a ball.,The boy is on the pitching mound and has his arm pulled back with the ball in his hand.
205594,What sport is this?,205594005,what sport is,other,soccer,"('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')",There is a round ball and a goal.,they are kicking a soccer ball,There is a large net with a goalie and the guy has a soccer ball in front of him.
493019,What are the animals doing?,493019000,what are the,other,eating,"('eating', 'yes')","('eating or drinking', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')",they are face down in a pile of hay.,they are all surrounding a trough of grasses,they are all reaching into the food bucket.
336695,What is the person riding?,336695001,what is the person,other,motorcycle,"('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')","('motorcycle', 'yes')",he is not in the enclosed cabin of a car,they are holding handlebars on the vehicle.,he has his hands on the handlebar of a motorcycle.
74646,Is the sky cloudy?,74646028,is the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",There is just a tiny wisp of a cloud in the otherwise clear blue sky.,"there is only one, very small cloud.",The sky is a perfect blue.
205861,What kind of fruit is there?,205861001,what kind of,other,strawberries,"('strawberries', 'maybe')","('strawberries', 'yes')","('strawberry', 'yes')","('strawberries', 'yes')","('strawberries', 'yes')","('strawberries', 'yes')","('strawberries', 'yes')","('strawberries', 'yes')","('strawberries', 'yes')","('strawberry', 'yes')",the are bright red with green stems on top,The only fruit here is red with green tops and in berry baskets.,there is a bunch of them in a basket on the right.
74832,Does he match?,74832004,none of the above,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('yes', 'yes')",his clothes are different patterns and colors.,his shirt is green but his pants are white.,his pants look like they are pajamas.
74853,Is this an event?,74853003,is this an,yes/no,yes,"('no', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",people are watching the athletes and taking pictures.,people are gather around watching,there are people watching a man skateboard.
74963,Does this make you hungry?,74963003,does this,yes/no,no,"('yes', 'yes')","('yes', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')",it is a photo of bananas and a banana is not very filling.,they look to be a bit under ripe.,those look like fake bananas.
75101,Is the mirror frame ornate?,75101000,is the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",it has an intricate silver border,It is shiny and has an intricate design.,it is painted silver to add a nice look.
75101,What room is this?,75101003,what room is,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",it is a private setting where you can use the toilet,A toilet is on the wall under the window.,this room has both a toilet and a vanity.
468332,What is the occasion of the event?,468332001,what is the,other,birthday,"('birthday', 'yes')","('birthday', 'yes')","('birthday party', 'yes')","('birthday', 'yes')","('birthday', 'yes')","('birthday', 'yes')","('birthday', 'yes')","('birthday', 'yes')","('birthday', 'yes')","('birthday', 'yes')",there is a cake that says happy birthday.,a birthday cake is being cut for a child.,they are cutting a birthday cake.
206231,Is this a vigorous action shot?,206231000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'no')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",She is walking down a cobble stone street with a suitcase behind her.,Only one person is in the picture with no other movement.,"a man is walking, carrying his luggage."
206620,What part of the train are the peppermints?,206620004,what,other,wheels,"('engine', 'no')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')","('wheels', 'yes')",they are placed where wheels should go.,they are white with red stripes.,They are on the bottom of the train cars.
337815,What type of flooring is in the picture?,337815001,what type of,other,tile,"('vinyl', 'maybe')","('tile or fake tile linoleum', 'maybe')","('tile', 'yes')","('tile', 'yes')","('tile', 'yes')","('tile', 'yes')","('tile', 'maybe')","('tile', 'yes')","('tile', 'maybe')","('tile', 'yes')",it is square arranged and has a tile-like feeling to it,it has small squares that are plastic-looking.,it is resistant to things in the kitchen
337843,What is the man doing?,337843000,what is the man,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skating', 'yes')","('skateboarding', 'yes')",he is up in the air after doing an ollie.,He is in the air with a board touching his feet.,he is on a board with wheels.
468997,What sport is being played?,468997007,what sport is,other,baseball,"('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'maybe')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",The pitcher is in the windup preparing to throw the baseball.,"there is an umpire, baseball bat, and baseball gloves.",the pitcher is throwing the ball towards home plate.
338019,Does this look like a laboratory?,338019000,does this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",there is laboratory equipment and machines.,There is a computer and a counter with items on it.,there is various equipment and pipes in the room.
338098,What room is this?,338098011,what room is,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","it contains a toilet, sink and bathtub","It has a shower, sink, and toilet.","it has a sink, tub, and toilet."
338108,What are the people doing?,338108001,what are the,other,skiing,"('skiing', 'yes')","('standing', 'maybe')","('skiing', 'yes')","('waiting in line for chairlift', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",they are wearing skis and holding poles,they are on snow on skis and snowboards.,people on skis are coming down a snowy mountain.
75990,Is this an outdoor event?,75990011,is this an,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')",there are vehicles parked and a man riding a horse.,it is on a road and a horse is walking around.,a man is riding a horse down the road.
338159,Does this kitchen have any electric appliances on the counter?,338159000,does this,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The counters are completely free from clutter.,the counters have nothing on them,the counter is clean and bare.
207093,What kind of animal is this?,207093001,what kind of,other,cat,"('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')",The curious cat is tangled in the backpack.,"it is a small pet with fur, ears and four paws.",it is a small animal with feline features.
207458,What sport is person playing?,207458003,what sport is,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('boy', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboard', 'yes')","('skateboarding', 'yes')",the boy is doing a trick on a skateboard.,the person is doing a trick on the trucks of the skateboard.,He is standing on the back two wheels of his four wheel board and on cement.
76417,Should traffic be moving?,76417002,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the traffic lights are showing green,the traffic light shows green.,the traffic light is green.
76460,What kind of animals are these?,76460001,what kind of,other,elephants,"('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')",they have long trunks. big floppy ears and weigh a ton.,They are large with long trunks.,"they are large, gray, wrinkly animals with long trunks"
469810,What room is this?,469810002,what room is,other,bathroom,"('bathroom', 'maybe')","(""men's bathroom"", 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'maybe')","('bathroom', 'maybe')","('bathroom', 'maybe')","('bathroom', 'yes')","('bathroom', 'maybe')","('bathroom', 'yes')",there are several urinals on the walls.,There are urinals all along the wall.,there are several urinals across the wall
207670,What are the kids doing?,207670008,what are the,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('cross country skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",they are having fun in the snow.,the are holding ski equipment on a snowy ground.,they are going down a white slope.
